sequence_name,frame_number,label,HeightWidthRatio,MajorMinorRatio,BoundingBoxOccupancy,MaxStdXZ,HHmaxRatio,H,D,P40,image_sample
adl-05,092,-1,2.1635,2.7516,0.40487,140.17,0.83001,1527.214,868.655,0.13014,./data/adl_imgs/adl-05-cam0-d-092.png
adl-05,093,-1,2.0058,2.9035,0.42596,150.4791,0.82654,1520.8264,797.9884,0.20073,./data/adl_imgs/adl-05-cam0-d-093.png
adl-05,094,-1,1.9483,2.8569,0.42697,152.6832,0.82855,1524.5249,783.5917,0.20667,./data/adl_imgs/adl-05-cam0-d-094.png
adl-05,095,-1,1.9538,2.8043,0.42672,152.4639,0.81391,1497.5895,770.3424,0.21253,./data/adl_imgs/adl-05-cam0-d-095.png
adl-05,096,-1,1.8232,2.7357,0.42588,155.411,0.78939,1452.4861,769.7995,0.2157,./data/adl_imgs/adl-05-cam0-d-096.png
adl-05,097,-1,1.7914,2.6178,0.40792,159.3887,0.79541,1463.5474,767.1415,0.21535,./data/adl_imgs/adl-05-cam0-d-097.png
adl-05,098,-1,1.75,2.5169,0.42557,157.9053,0.75842,1395.4841,758.447,0.21452,./data/adl_imgs/adl-05-cam0-d-098.png
adl-05,099,-1,1.6205,2.3334,0.40454,164.5632,0.73751,1357.0149,761.1285,0.20302,./data/adl_imgs/adl-05-cam0-d-099.png
adl-05,100,-1,1.5528,2.1445,0.40477,171.3564,0.71765,1320.4802,759.1243,0.19076,./data/adl_imgs/adl-05-cam0-d-100.png
adl-05,101,-1,1.4729,2.0225,0.40859,174.7106,0.70218,1292.0094,755.439,0.18298,./data/adl_imgs/adl-05-cam0-d-101.png
adl-05,102,-1,1.4272,1.9603,0.4202,179.2065,0.70131,1290.4018,753.5817,0.18012,./data/adl_imgs/adl-05-cam0-d-102.png
adl-05,103,-1,1.372,1.891,0.43244,181.6945,0.67871,1248.8254,738.9634,0.18527,./data/adl_imgs/adl-05-cam0-d-103.png
adl-05,104,-1,1.3286,1.7779,0.42214,186.1461,0.67562,1243.1477,734.0424,0.18447,./data/adl_imgs/adl-05-cam0-d-104.png
adl-05,105,-1,1.3206,1.6954,0.42291,187.7109,0.66128,1216.7546,730.8157,0.18442,./data/adl_imgs/adl-05-cam0-d-105.png
adl-05,106,-1,1.3033,1.6414,0.41896,189.9091,0.66107,1216.3727,725.6291,0.18013,./data/adl_imgs/adl-05-cam0-d-106.png
adl-05,107,-1,1.2891,1.5797,0.42398,191.0416,0.65745,1209.7131,711.8578,0.1828,./data/adl_imgs/adl-05-cam0-d-107.png
adl-05,108,-1,1.21,1.4957,0.42243,197.6322,0.63836,1174.574,703.6279,0.18111,./data/adl_imgs/adl-05-cam0-d-108.png
adl-05,109,-1,1.229,1.4507,0.43314,195.0089,0.62936,1158.0231,688.5134,0.18857,./data/adl_imgs/adl-05-cam0-d-109.png
adl-05,110,-1,1.2217,1.4256,0.44298,194.6009,0.62344,1147.1246,678.1639,0.1936,./data/adl_imgs/adl-05-cam0-d-110.png
adl-05,111,-1,1.1659,1.3743,0.45256,198.4553,0.60583,1114.7187,669.2464,0.19846,./data/adl_imgs/adl-05-cam0-d-111.png
adl-05,112,-1,1.162,1.3723,0.45918,196.1356,0.60077,1105.4154,652.6128,0.21016,./data/adl_imgs/adl-05-cam0-d-112.png
adl-05,113,-1,1.1596,1.3418,0.46983,196.685,0.59274,1090.6391,644.4423,0.21106,./data/adl_imgs/adl-05-cam0-d-113.png
adl-05,114,-1,1.1488,1.3303,0.46546,196.7202,0.59259,1090.3695,637.5139,0.21588,./data/adl_imgs/adl-05-cam0-d-114.png
adl-05,115,-1,1.1495,1.3223,0.46235,194.5917,0.5916,1088.5393,629.3316,0.21795,./data/adl_imgs/adl-05-cam0-d-115.png
adl-05,116,-1,1.1564,1.3183,0.47341,193.0335,0.58666,1079.4595,618.5989,0.22463,./data/adl_imgs/adl-05-cam0-d-116.png
adl-05,117,-1,1.1315,1.2893,0.47903,195.9747,0.58109,1069.2144,613.7142,0.22456,./data/adl_imgs/adl-05-cam0-d-117.png
adl-05,118,-1,1.1226,1.2851,0.48936,196.3041,0.57082,1050.305,605.5438,0.23085,./data/adl_imgs/adl-05-cam0-d-118.png
adl-05,119,-1,1.1226,1.298,0.48296,192.3703,0.57082,1050.305,601.3729,0.23194,./data/adl_imgs/adl-05-cam0-d-119.png
adl-05,120,-1,1.1292,1.2622,0.49345,194.5037,0.56587,1041.2021,598.0701,0.22971,./data/adl_imgs/adl-05-cam0-d-120.png
adl-05,121,-1,1.1298,1.269,0.49892,192.7389,0.5634,1036.6506,593.5892,0.2332,./data/adl_imgs/adl-05-cam0-d-121.png
adl-05,122,-1,1.1143,1.2565,0.49103,193.1271,0.56357,1036.962,590.183,0.23374,./data/adl_imgs/adl-05-cam0-d-122.png
adl-05,123,-1,1.1202,1.268,0.49517,191.0278,0.5585,1027.6375,587.3088,0.23577,./data/adl_imgs/adl-05-cam0-d-123.png
adl-05,124,-1,1.1148,1.2556,0.49549,192.3027,0.55725,1025.344,586.1361,0.23495,./data/adl_imgs/adl-05-cam0-d-124.png
adl-05,125,-1,1.11,1.2512,0.49672,191.593,0.55622,1023.4456,586.6525,0.23421,./data/adl_imgs/adl-05-cam0-d-125.png
adl-05,126,-1,1.1202,1.241,0.49785,192.2782,0.5573,1025.4332,589.2594,0.23064,./data/adl_imgs/adl-05-cam0-d-126.png
adl-05,127,-1,1.1256,1.2519,0.50436,191.3402,0.55596,1022.9593,592.704,0.22943,./data/adl_imgs/adl-05-cam0-d-127.png
adl-05,128,-1,1.1085,1.2749,0.49275,190.1262,0.5634,1036.6506,594.727,0.2295,./data/adl_imgs/adl-05-cam0-d-128.png
adl-05,129,-1,1.1659,1.3125,0.4984,185.9285,0.5716,1051.7371,598.7482,0.2308,./data/adl_imgs/adl-05-cam0-d-129.png
adl-05,130,-1,1.1116,1.2991,0.48563,189.3782,0.57155,1051.6478,607.8986,0.22349,./data/adl_imgs/adl-05-cam0-d-130.png
adl-05,131,-1,1.1422,1.3296,0.4876,185.437,0.57665,1061.0404,616.3805,0.21896,./data/adl_imgs/adl-05-cam0-d-131.png
adl-05,132,-1,1.1509,1.3675,0.47719,181.8567,0.58238,1071.5763,624.4826,0.21573,./data/adl_imgs/adl-05-cam0-d-132.png
adl-05,133,-1,1.1481,1.3784,0.46972,185.4522,0.59169,1088.7158,637.021,0.20579,./data/adl_imgs/adl-05-cam0-d-133.png
adl-05,134,-1,1.1636,1.4379,0.47057,180.9677,0.59442,1093.7313,645.2641,0.20351,./data/adl_imgs/adl-05-cam0-d-134.png
adl-05,135,-1,1.1916,1.4824,0.46309,182.9618,0.6071,1117.0633,661.4527,0.19596,./data/adl_imgs/adl-05-cam0-d-135.png
adl-05,136,-1,1.1907,1.5346,0.45607,182.5338,0.61042,1123.172,672.8101,0.19178,./data/adl_imgs/adl-05-cam0-d-136.png
adl-05,137,-1,1.2222,1.6034,0.44064,179.6712,0.62437,1148.8475,687.0561,0.18343,./data/adl_imgs/adl-05-cam0-d-137.png
adl-05,138,-1,1.243,1.6847,0.43927,176.0999,0.633,1164.7183,698.7944,0.17417,./data/adl_imgs/adl-05-cam0-d-138.png
adl-05,139,-1,1.2546,1.7341,0.43242,181.5482,0.64107,1179.5664,716.5903,0.16514,./data/adl_imgs/adl-05-cam0-d-139.png
adl-05,140,-1,1.2917,1.8144,0.42188,175.642,0.66599,1225.4215,723.4213,0.16477,./data/adl_imgs/adl-05-cam0-d-140.png
adl-05,141,-1,1.3163,1.8912,0.42337,175.6448,0.66936,1231.6208,735.8274,0.16425,./data/adl_imgs/adl-05-cam0-d-141.png
adl-05,142,-1,1.4488,1.9753,0.42227,168.9862,0.68311,1256.9246,740.8246,0.17168,./data/adl_imgs/adl-05-cam0-d-142.png
adl-05,143,-1,1.4619,2.0537,0.40399,172.6049,0.708,1302.7263,757.4298,0.17239,./data/adl_imgs/adl-05-cam0-d-143.png
adl-05,144,-1,1.524,2.1402,0.40169,171.4085,0.7328,1348.3595,771.4932,0.17492,./data/adl_imgs/adl-05-cam0-d-144.png
adl-05,145,-1,1.5463,2.2669,0.40275,165.3369,0.72394,1332.0459,775.9807,0.17988,./data/adl_imgs/adl-05-cam0-d-145.png
adl-05,146,-1,1.7513,2.4071,0.40004,159.7119,0.77906,1433.4775,784.1985,0.18221,./data/adl_imgs/adl-05-cam0-d-146.png
adl-05,147,-1,1.7819,2.4876,0.42053,155.2285,0.76135,1400.8831,792.1296,0.18316,./data/adl_imgs/adl-05-cam0-d-147.png
adl-05,148,-1,1.8973,2.6245,0.41018,151.514,0.79898,1470.1284,802.23,0.18472,./data/adl_imgs/adl-05-cam0-d-148.png
adl-05,149,-1,1.9669,2.7665,0.41551,148.0399,0.80925,1489.0249,815.6095,0.18432,./data/adl_imgs/adl-05-cam0-d-149.png
adl-05,150,-1,2.0739,2.945,0.4196,144.5259,0.84272,1550.6068,823.4205,0.18787,./data/adl_imgs/adl-05-cam0-d-150.png
adl-05,151,-1,2.1706,3.0717,0.43427,140.8008,0.83903,1543.8205,828.8856,0.19022,./data/adl_imgs/adl-05-cam0-d-151.png
adl-05,152,-1,2.3232,3.2538,0.4348,136.5374,0.85955,1581.5721,839.0296,0.19092,./data/adl_imgs/adl-05-cam0-d-152.png
adl-05,153,-1,2.4114,3.3919,0.44772,133.2317,0.86542,1592.3788,843.5479,0.19108,./data/adl_imgs/adl-05-cam0-d-153.png
adl-05,154,-1,2.529,3.5294,0.44506,129.5855,0.89661,1649.7625,844.7911,0.19348,./data/adl_imgs/adl-05-cam0-d-154.png
adl-05,155,-1,2.5621,3.658,0.45291,127.3857,0.89443,1645.7498,848.8016,0.19607,./data/adl_imgs/adl-05-cam0-d-155.png
adl-05,156,-1,2.6053,3.7501,0.44556,124.9085,0.91318,1680.254,837.3526,0.20489,./data/adl_imgs/adl-05-cam0-d-156.png
adl-05,157,-1,2.8194,3.8707,0.46027,122.7302,0.94413,1737.1903,837.7302,0.20673,./data/adl_imgs/adl-05-cam0-d-157.png
adl-05,158,-1,2.7347,3.9459,0.4523,120.8144,0.92345,1699.1403,833.0141,0.21109,./data/adl_imgs/adl-05-cam0-d-158.png
adl-05,159,-1,2.7655,4.0797,0.44556,116.5936,0.92497,1701.9367,825.0874,0.21654,./data/adl_imgs/adl-05-cam0-d-159.png
adl-05,160,-1,2.9562,4.2136,0.45666,112.3002,0.9359,1722.0639,822.4836,0.21975,./data/adl_imgs/adl-05-cam0-d-160.png
adl-05,161,-1,3.0526,4.3348,0.46015,107.7675,0.93666,1723.452,820.9303,0.22095,./data/adl_imgs/adl-05-cam0-d-161.png
adl-05,162,-1,3.256,4.4591,0.4744,105.1024,0.94327,1735.6209,820.6955,0.22204,./data/adl_imgs/adl-05-cam0-d-162.png
adl-05,163,-1,2.7177,4.2064,0.52381,107.0434,0.76365,1405.1172,760.7079,0.2356,./data/adl_imgs/adl-05-cam0-d-163.png
adl-05,164,-1,3.4322,4.617,0.4869,104.4308,0.93877,1727.3412,827.539,0.21423,./data/adl_imgs/adl-05-cam0-d-164.png
adl-05,165,-1,2.9652,4.4594,0.53543,106.2772,0.78024,1435.6497,770.7299,0.22841,./data/adl_imgs/adl-05-cam0-d-165.png
adl-05,166,-1,3.0088,4.5182,0.53077,106.0989,0.7752,1426.3722,771.8945,0.22607,./data/adl_imgs/adl-05-cam0-d-166.png
adl-05,167,-1,3.0268,4.5312,0.52784,107.084,0.7776,1430.7926,776.3882,0.22424,./data/adl_imgs/adl-05-cam0-d-167.png
adl-05,168,-1,3.036,4.6834,0.52397,109.217,0.77357,1423.3651,775.7125,0.22867,./data/adl_imgs/adl-05-cam0-d-168.png
adl-05,169,-1,3.1468,4.7562,0.51638,110.8749,0.79855,1469.3233,776.5447,0.22801,./data/adl_imgs/adl-05-cam0-d-169.png
adl-05,170,-1,3.1308,4.7831,0.53464,113.7769,0.77667,1429.0748,780.9351,0.22902,./data/adl_imgs/adl-05-cam0-d-170.png
adl-05,171,-1,3.1019,4.7775,0.52673,118.3379,0.77524,1426.4447,776.6721,0.23577,./data/adl_imgs/adl-05-cam0-d-171.png
adl-05,172,-1,3.1215,4.6653,0.52896,118.4038,0.77823,1431.9473,778.5604,0.23244,./data/adl_imgs/adl-05-cam0-d-172.png
adl-05,173,-1,3.1321,4.6068,0.47909,89.2082,0.78127,1437.5299,834.3334,0.17046,./data/adl_imgs/adl-05-cam0-d-173.png
adl-05,174,-1,3.037,4.6956,0.50912,116.5726,0.77404,1424.2292,779.0724,0.23338,./data/adl_imgs/adl-05-cam0-d-174.png
adl-05,175,-1,3.066,4.673,0.50395,101.2411,0.76692,1411.131,793.8006,0.21779,./data/adl_imgs/adl-05-cam0-d-175.png
adl-05,176,-1,3.0762,4.5327,0.49391,90.8538,0.76273,1403.4285,804.4511,0.1973,./data/adl_imgs/adl-05-cam0-d-176.png
adl-05,177,-1,3.2079,4.5247,0.49768,90.2466,0.76559,1408.686,811.0023,0.19342,./data/adl_imgs/adl-05-cam0-d-177.png
adl-05,178,-1,3.21,4.6506,0.52966,98.3962,0.77403,1424.2127,802.2074,0.20192,./data/adl_imgs/adl-05-cam0-d-178.png
adl-05,179,-1,3.2551,4.4182,0.54363,108.4409,0.76511,1407.8083,788.501,0.19988,./data/adl_imgs/adl-05-cam0-d-179.png
adl-05,180,-1,3.2347,4.3849,0.56354,116.8468,0.77378,1423.7553,793.9936,0.1861,./data/adl_imgs/adl-05-cam0-d-180.png
adl-06,014,-1,3.8649,4.6949,0.37044,140.5851,0.8015,1474.7536,996.8323,0.05,./data/adl_imgs/adl-06-cam0-d-014.png
adl-06,015,-1,4.3636,3.7941,0.47096,174.1569,0.93309,1716.8911,1127.5545,0.0,./data/adl_imgs/adl-06-cam0-d-015.png
adl-06,017,-1,3.8421,4.9956,0.55714,152.4937,0.80833,1487.3267,927.7948,0.065027,./data/adl_imgs/adl-06-cam0-d-017.png
adl-06,018,-1,3.4048,4.2958,0.55694,144.6999,0.80299,1477.5004,897.3375,0.061584,./data/adl_imgs/adl-06-cam0-d-018.png
adl-06,019,-1,4.0667,4.8796,0.51609,138.5582,0.9273,1706.2343,1014.0508,0.049176,./data/adl_imgs/adl-06-cam0-d-019.png
adl-06,020,-1,4.381,4.9707,0.59317,135.5314,0.93467,1719.7866,1012.2931,0.048211,./data/adl_imgs/adl-06-cam0-d-020.png
adl-06,021,-1,3.7,4.5759,0.56595,139.2758,0.93157,1714.0819,1008.907,0.045463,./data/adl_imgs/adl-06-cam0-d-021.png
adl-06,022,-1,3.6863,4.1333,0.57968,145.1883,0.93739,1724.7985,992.1941,0.039763,./data/adl_imgs/adl-06-cam0-d-022.png
adl-06,023,-1,3.76,4.1445,0.63564,137.9347,0.94501,1738.8135,977.6821,0.050209,./data/adl_imgs/adl-06-cam0-d-023.png
adl-06,024,-1,3.5962,3.7005,0.65117,135.3527,0.92666,1705.052,966.9918,0.041535,./data/adl_imgs/adl-06-cam0-d-024.png
adl-06,025,-1,3.15,3.5957,0.59771,139.7991,0.96613,1777.6863,970.1841,0.048244,./data/adl_imgs/adl-06-cam0-d-025.png
adl-06,026,-1,3.2586,3.4572,0.65754,135.4209,0.9413,1731.9848,963.6461,0.060766,./data/adl_imgs/adl-06-cam0-d-026.png
adl-06,027,-1,3.2,3.4177,0.63516,123.484,0.96632,1778.0305,974.3601,0.057947,./data/adl_imgs/adl-06-cam0-d-027.png
adl-06,028,-1,2.9538,3.1095,0.60337,134.7164,0.94242,1734.0542,967.3823,0.058699,./data/adl_imgs/adl-06-cam0-d-028.png
adl-06,029,-1,2.8806,3.1195,0.59972,129.5795,0.93949,1728.6584,969.4532,0.064088,./data/adl_imgs/adl-06-cam0-d-029.png
adl-06,030,-1,2.9275,3.1355,0.55395,118.7732,0.94754,1743.4775,965.7219,0.073307,./data/adl_imgs/adl-06-cam0-d-030.png
adl-06,031,-1,2.8082,3.0489,0.53719,118.3008,0.93236,1715.5461,968.9249,0.07787,./data/adl_imgs/adl-06-cam0-d-031.png
adl-06,032,-1,2.8082,2.9941,0.54541,111.7312,0.93018,1711.5221,978.6954,0.068978,./data/adl_imgs/adl-06-cam0-d-032.png
adl-06,033,-1,2.5658,2.693,0.51849,113.0433,0.94656,1741.6735,1019.7395,0.026288,./data/adl_imgs/adl-06-cam0-d-033.png
adl-06,034,-1,2.7051,3.0593,0.51659,109.8471,0.93881,1727.4046,954.4526,0.092214,./data/adl_imgs/adl-06-cam0-d-034.png
adl-06,035,-1,2.679,2.977,0.48802,112.0617,0.95575,1758.5883,972.063,0.087783,./data/adl_imgs/adl-06-cam0-d-035.png
adl-06,036,-1,2.3827,2.5141,0.49274,114.599,0.92105,1694.7406,1024.5964,0.024925,./data/adl_imgs/adl-06-cam0-d-036.png
adl-06,037,-1,2.7105,2.9774,0.55123,106.1163,0.92123,1695.0555,958.6374,0.079954,./data/adl_imgs/adl-06-cam0-d-037.png
adl-06,038,-1,2.6494,2.853,0.555,108.9563,0.92569,1703.2768,960.5428,0.078688,./data/adl_imgs/adl-06-cam0-d-038.png
adl-06,039,-1,2.641,2.7947,0.56703,110.4395,0.9191,1691.1409,958.1713,0.074635,./data/adl_imgs/adl-06-cam0-d-039.png
adl-06,040,-1,2.5926,2.8704,0.54403,110.7291,0.94082,1731.116,974.4171,0.073698,./data/adl_imgs/adl-06-cam0-d-040.png
adl-06,041,-1,2.4824,2.6107,0.53811,117.9677,0.94675,1742.0215,979.8177,0.061652,./data/adl_imgs/adl-06-cam0-d-041.png
adl-06,042,-1,2.4943,2.5514,0.54584,122.9475,0.94855,1745.3329,973.6193,0.069869,./data/adl_imgs/adl-06-cam0-d-042.png
adl-06,043,-1,2.3626,2.4825,0.51597,121.7445,0.95196,1751.6153,974.8544,0.069837,./data/adl_imgs/adl-06-cam0-d-043.png
adl-06,044,-1,2.2717,2.5396,0.53022,123.4159,0.92219,1696.8299,973.8365,0.071015,./data/adl_imgs/adl-06-cam0-d-044.png
adl-06,045,-1,1.8,2.1421,0.61086,102.251,0.63285,1164.4387,754.0673,0.11221,./data/adl_imgs/adl-06-cam0-d-045.png
adl-06,046,-1,2.22,2.4343,0.46977,126.7567,0.94097,1731.3861,975.6853,0.0676,./data/adl_imgs/adl-06-cam0-d-046.png
adl-06,047,-1,2.3936,2.6429,0.50927,120.5289,0.95445,1756.1965,973.308,0.079008,./data/adl_imgs/adl-06-cam0-d-047.png
adl-06,048,-1,2.3684,2.5435,0.50414,123.0383,0.9514,1750.5799,970.7948,0.073589,./data/adl_imgs/adl-06-cam0-d-048.png
adl-06,049,-1,2.3333,2.5198,0.50437,123.9489,0.94514,1739.0485,980.3507,0.068228,./data/adl_imgs/adl-06-cam0-d-049.png
adl-06,050,-1,2.4516,2.5373,0.50373,123.4324,0.96664,1778.6135,980.928,0.066099,./data/adl_imgs/adl-06-cam0-d-050.png
adl-06,051,-1,2.4348,2.6868,0.49146,115.9916,0.94506,1738.9017,964.0412,0.064573,./data/adl_imgs/adl-06-cam0-d-051.png
adl-06,052,-1,2.4783,2.5877,0.50057,120.3804,0.95306,1753.6395,988.8994,0.06181,./data/adl_imgs/adl-06-cam0-d-052.png
adl-06,053,-1,2.7529,3.0029,0.49593,104.6082,0.96672,1778.762,982.9403,0.06468,./data/adl_imgs/adl-06-cam0-d-053.png
adl-06,054,-1,2.4556,2.3752,0.51463,123.0554,0.90531,1665.7708,965.5073,0.060375,./data/adl_imgs/adl-06-cam0-d-054.png
adl-06,055,-1,2.4444,2.3895,0.49576,120.9719,0.79161,1456.5566,904.7513,0.085167,./data/adl_imgs/adl-06-cam0-d-055.png
adl-06,056,-1,2.573,2.4595,0.51136,121.5345,0.83582,1537.8997,934.2368,0.074266,./data/adl_imgs/adl-06-cam0-d-056.png
adl-06,057,-1,2.8977,2.7055,0.48939,119.4869,0.89955,1655.1652,918.9848,0.092788,./data/adl_imgs/adl-06-cam0-d-057.png
adl-06,058,-1,2.5055,2.5105,0.53918,122.3455,0.79954,1471.1477,895.8201,0.091714,./data/adl_imgs/adl-06-cam0-d-058.png
adl-06,059,-1,2.9239,2.8478,0.49887,117.5163,0.93708,1724.2206,929.8787,0.092014,./data/adl_imgs/adl-06-cam0-d-059.png
adl-06,060,-1,2.8542,2.7643,0.49464,122.3678,0.93745,1724.9092,934.6072,0.09246,./data/adl_imgs/adl-06-cam0-d-060.png
adl-06,061,-1,2.7879,2.6965,0.47541,123.3016,0.95734,1761.5043,920.6318,0.093764,./data/adl_imgs/adl-06-cam0-d-061.png
adl-06,062,-1,3.033,3.1282,0.51465,113.4331,0.94762,1743.6293,905.8727,0.11009,./data/adl_imgs/adl-06-cam0-d-062.png
adl-06,063,-1,2.7426,2.9361,0.48136,120.7638,0.94851,1745.2614,900.2641,0.12468,./data/adl_imgs/adl-06-cam0-d-063.png
adl-06,064,-1,2.7184,2.9843,0.47531,122.103,0.93691,1723.9136,884.3952,0.14138,./data/adl_imgs/adl-06-cam0-d-064.png
adl-06,065,-1,2.0349,2.6537,0.61834,113.4437,0.60969,1121.8362,655.4811,0.23619,./data/adl_imgs/adl-06-cam0-d-065.png
adl-06,066,-1,2.213,2.7601,0.54572,128.7608,0.82039,1509.5105,836.7718,0.16854,./data/adl_imgs/adl-06-cam0-d-066.png
adl-06,067,-1,2.4421,3.2178,0.57668,115.7657,0.79763,1467.6318,810.7128,0.17923,./data/adl_imgs/adl-06-cam0-d-067.png
adl-06,068,-1,3.0532,3.5248,0.52154,112.7509,0.94838,1745.0143,873.4054,0.16041,./data/adl_imgs/adl-06-cam0-d-068.png
adl-06,069,-1,2.2342,2.9157,0.5045,124.6925,0.81805,1505.2207,832.2088,0.1682,./data/adl_imgs/adl-06-cam0-d-069.png
adl-06,070,-1,2.5929,3.2366,0.44215,121.1314,0.93974,1729.1216,863.767,0.16313,./data/adl_imgs/adl-06-cam0-d-070.png
adl-06,071,-1,1.9896,3.0746,0.53845,113.474,0.61606,1133.5592,634.4378,0.26841,./data/adl_imgs/adl-06-cam0-d-071.png
adl-06,072,-1,2.5098,3.3489,0.55132,119.196,0.80437,1480.0439,809.6274,0.20061,./data/adl_imgs/adl-06-cam0-d-072.png
adl-06,073,-1,2.3578,3.1147,0.543,122.8106,0.81255,1495.1009,804.4391,0.19841,./data/adl_imgs/adl-06-cam0-d-073.png
adl-06,074,-1,2.7383,3.1967,0.51032,123.2033,0.90513,1665.4402,831.4162,0.18951,./data/adl_imgs/adl-06-cam0-d-074.png
adl-06,075,-1,2.7579,3.5411,0.57798,110.6279,0.80043,1472.7877,788.9227,0.19922,./data/adl_imgs/adl-06-cam0-d-075.png
adl-06,076,-1,2.486,2.9431,0.54065,121.8293,0.81339,1496.6329,817.3042,0.1767,./data/adl_imgs/adl-06-cam0-d-076.png
adl-06,077,-1,2.4144,2.8785,0.53879,124.6439,0.81318,1496.2601,822.7283,0.17264,./data/adl_imgs/adl-06-cam0-d-077.png
adl-06,078,-1,2.4495,2.8704,0.55365,123.2608,0.80385,1479.0754,828.5687,0.16868,./data/adl_imgs/adl-06-cam0-d-078.png
adl-06,079,-1,2.4324,2.7379,0.54962,126.4984,0.81011,1490.6028,847.0059,0.15347,./data/adl_imgs/adl-06-cam0-d-079.png
adl-06,080,-1,2.3684,2.7486,0.53223,123.5802,0.81256,1495.1077,823.1768,0.16152,./data/adl_imgs/adl-06-cam0-d-080.png
adl-06,081,-1,2.4071,2.6644,0.56806,129.3551,0.81987,1508.5582,829.1195,0.16197,./data/adl_imgs/adl-06-cam0-d-081.png
adl-06,082,-1,2.2583,2.7086,0.53413,126.176,0.80088,1473.6205,811.1767,0.17237,./data/adl_imgs/adl-06-cam0-d-082.png
adl-06,083,-1,2.6602,3.2597,0.58738,108.5131,0.81347,1496.7914,793.239,0.18978,./data/adl_imgs/adl-06-cam0-d-083.png
adl-06,084,-1,2.1984,2.7492,0.52845,129.2899,0.81601,1501.4663,818.5099,0.17908,./data/adl_imgs/adl-06-cam0-d-084.png
adl-06,085,-1,2.6078,3.2754,0.61794,107.2933,0.79862,1469.455,784.2591,0.20214,./data/adl_imgs/adl-06-cam0-d-085.png
adl-06,086,-1,2.581,3.3887,0.58303,104.4865,0.78698,1448.0369,778.2425,0.21115,./data/adl_imgs/adl-06-cam0-d-086.png
adl-06,087,-1,2.74,3.3521,0.62763,105.8934,0.78746,1448.9277,781.1116,0.21318,./data/adl_imgs/adl-06-cam0-d-087.png
adl-06,088,-1,2.6545,3.4085,0.54141,106.8938,0.80868,1487.9653,789.4406,0.21409,./data/adl_imgs/adl-06-cam0-d-088.png
adl-06,089,-1,2.1729,2.9449,0.47087,122.6565,0.78824,1450.3612,787.9595,0.20681,./data/adl_imgs/adl-06-cam0-d-089.png
adl-06,090,-1,2.8235,3.3708,0.57394,109.1885,0.78378,1442.1553,780.6046,0.20231,./data/adl_imgs/adl-06-cam0-d-090.png
adl-06,091,-1,2.8235,3.3931,0.58388,117.1563,0.77448,1425.0349,781.6835,0.20161,./data/adl_imgs/adl-06-cam0-d-091.png
adl-06,092,-1,2.7664,3.3927,0.5485,123.1198,0.77772,1431.0083,795.6196,0.1929,./data/adl_imgs/adl-06-cam0-d-092.png
adl-06,093,-1,3.0,3.4311,0.58473,120.566,0.79184,1456.994,796.1602,0.18379,./data/adl_imgs/adl-06-cam0-d-093.png
adl-06,094,-1,2.8131,3.4218,0.54364,114.3961,0.7833,1441.2692,800.7123,0.1762,./data/adl_imgs/adl-06-cam0-d-094.png
adl-06,095,-1,2.2868,2.7285,0.45598,124.0443,0.79126,1455.9233,828.5059,0.14985,./data/adl_imgs/adl-06-cam0-d-095.png
adl-06,096,-1,2.7105,3.1789,0.52813,106.1119,0.78684,1447.7808,815.5957,0.16007,./data/adl_imgs/adl-06-cam0-d-096.png
adl-06,097,-1,3.099,3.2791,0.59529,102.4255,0.79606,1464.746,815.1795,0.15112,./data/adl_imgs/adl-06-cam0-d-097.png
adl-06,098,-1,2.7895,3.1782,0.55633,105.8724,0.78859,1451.0072,818.7927,0.15024,./data/adl_imgs/adl-06-cam0-d-098.png
adl-06,099,-1,2.3603,2.7059,0.50424,123.1298,0.793,1459.1235,817.1354,0.15291,./data/adl_imgs/adl-06-cam0-d-099.png
adl-06,100,-1,2.4104,2.6618,0.51904,124.373,0.80071,1473.3077,812.5755,0.15704,./data/adl_imgs/adl-06-cam0-d-100.png
adl-06,101,-1,2.4361,2.6647,0.54105,124.2731,0.79182,1456.9409,817.7192,0.15694,./data/adl_imgs/adl-06-cam0-d-101.png
adl-06,102,-1,2.4924,2.7639,0.54958,122.5145,0.80992,1490.2608,797.4695,0.1766,./data/adl_imgs/adl-06-cam0-d-102.png
adl-06,103,-1,2.5308,2.8489,0.57314,120.8383,0.80292,1477.3751,791.5304,0.18802,./data/adl_imgs/adl-06-cam0-d-103.png
adl-06,104,-1,2.5781,2.9199,0.59548,119.9133,0.80126,1474.3151,776.8914,0.20347,./data/adl_imgs/adl-06-cam0-d-104.png
adl-06,105,-1,2.7073,3.0794,0.62252,117.7935,0.80215,1475.964,768.4764,0.21841,./data/adl_imgs/adl-06-cam0-d-105.png
adl-06,106,-1,2.7686,3.1402,0.65484,119.3593,0.80342,1478.2878,762.9968,0.2318,./data/adl_imgs/adl-06-cam0-d-106.png
adl-06,107,-1,2.7934,3.0686,0.64954,123.4427,0.80462,1480.4977,760.8916,0.22842,./data/adl_imgs/adl-06-cam0-d-107.png
adl-06,108,-1,2.6984,3.1757,0.61095,124.2337,0.81473,1499.1072,756.4711,0.23719,./data/adl_imgs/adl-06-cam0-d-108.png
adl-06,109,-1,2.4429,3.1434,0.54657,128.7906,0.81478,1499.2003,748.132,0.24471,./data/adl_imgs/adl-06-cam0-d-109.png
